date,store_id
2017-09-17,3136.0
2017-11-30,2027.0
2017-04-26,1087.0
2017-07-07,1843.0
2017-02-13,2002.0
2017-02-13,1183.0
2017-12-31,2473.0
2017-07-19,1966.0
2017-05-05,231.0
2017-03-10,1704.0
